Time.h,PPFD
23.4562,0.4674174
23.4722,0.4674174
23.4882,0.4674174
23.5042,0.4674174
23.5202,0.4674174
23.5362,0.4674174
23.5522,0.4674174
23.5682,0.4674174
23.58421,0.4674174
23.60021,0.4674174
23.61621,0.4674174
23.63221,0.4674174
23.64821,0.4674174
23.66421,0.4674174
23.68021,0.4674174
23.69621,0.4674174
23.71221,0.4674174
23.72821,0.4674174
23.74421,0.4674174
23.76021,0.4674174
23.77621,0.4674174
23.79222,0.4674174
23.80822,0.4674174
23.82422,0.4674174
23.84022,0.4674174
23.85622,0.4674174
23.87222,0.4674174
23.88822,0.4674174
23.90422,0.4674174
23.92022,0.4674174
23.93622,0.4674174
23.95222,0.4674174
23.96822,0.4674174
23.98422,0.4674174
